,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
672,RASA1,HGNC:9871,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/cc06f00a-8f78-4f7a-b91a-cbfdc38927bf--2018-06-07T17:01:42,2018-06-07T17:01:42.579Z,error,no,Q18031047,Q55783530
673,RASA2,HGNC:9872,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/872331b5-e5b1-46f3-8334-99a0dbda4819--2018-06-07T13:53:21,2018-06-07T13:53:21.524Z,error,no,Q18031048,absent
674,RASA2,HGNC:9872,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/501ec952-1fe6-4f87-97e6-5b37257650d6--2018-06-07T13:50:59,2018-06-07T13:50:59.932Z,error,no,Q18031048,Q1136492
675,RASA2,HGNC:9872,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/94bfc5fd-c540-408a-89df-7524e2e4f841--2018-06-07T13:47:31,2018-06-07T13:47:31.066Z,error,no,Q18031048,absent
676,RASA2,HGNC:9872,Noonan syndrome,MONDO_0018997,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/9635e391-79b6-4054-824e-1c607a02cd07--2018-07-24T15:24:27,2018-07-24T15:24:27.413Z,error,no,Q18031048,absent
677,RASA2,HGNC:9872,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/620eeac9-be70-4d38-864d-09423ce9ef83--2018-06-07T13:55:33,2018-06-07T13:55:33.963Z,error,no,Q18031048,Q55783530
678,RASGRP2,HGNC:9879,platelet-type bleeding disorder 18,MONDO_0014386,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f4401e99-145a-4b93-aa73-6854b8037895--2019-09-27T13:53:00,2019-09-27T13:53:00.165Z,complete,yes,Q18035148,Q32146531
679,RDX,HGNC:9944,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2cf494e5-7335-4e2a-8b50-75cf8412a9d0--2018-01-02T17:00:00,2018-01-02T17:00:00.000Z,complete,yes,Q18031082,Q9079046
680,RECQL,HGNC:9948,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8701,2016-09-14T00:00:00,error,no,Q18031084,Q172341
681,RECQL,HGNC:9948,hereditary breast carcinoma,MONDO_0016419,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8700,2016-09-28T00:00:00,error,no,Q18031084,absent
682,RECQL4,HGNC:9949,Rothmund-Thomson syndrome,MONDO_0010002,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/dbf00cfa-ac36-4eb0-94c4-69b05014e0f6--2018-10-11T17:00:00,2018-10-11T17:00:00.000Z,complete,yes,Q18034064,Q1583485
683,RELN,HGNC:9957,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/c654081c-5abd-4f86-a3f7-90d7f117b93d--2019-05-01T16:00:00,2019-05-01T16:00:00.000Z,error,no,Q414043,absent
684,RET,HGNC:9967,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8352,2017-06-22T00:00:00,complete,yes,Q18253720,Q56013982
685,RINT1,HGNC:21876,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/8702,2016-09-26T00:00:00,error,no,Q18045432,absent
686,RINT1,HGNC:21876,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8703,2016-09-14T00:00:00,error,no,Q18045432,Q172341
687,RIPOR2,HGNC:13872,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/ed7e0813-4e94-40a9-b3ef-ef90d5c4dce4--2018-09-18T16:00:00,2018-09-18T16:00:00.000Z,error,no,Q18034643,Q9079046
688,RIT1,HGNC:10023,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8e279efd-79fb-41e0-9e4d-6a0bd015ce02--2018-07-24T18:38:30,2018-07-24T18:38:30.222Z,error,no,Q18031135,Q1136492
689,RIT1,HGNC:10023,Noonan syndrome,MONDO_0018997,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/240565fc-61b9-4ff8-9f5a-85938f17cdd9--2018-07-24T14:20:33,2018-07-24T14:20:33.769Z,error,yes,Q18031135,absent
690,RIT1,HGNC:10023,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/a6424491-be63-40ab-96cc-53c1bc8b2a7a--2018-05-31T20:37:25,2018-05-31T20:37:25.134Z,error,no,Q18031135,absent
691,RIT1,HGNC:10023,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/32293e76-55ee-4997-ac17-bfb9af86b9b6--2018-05-31T20:47:36,2018-05-31T20:47:36.691Z,error,no,Q18031135,absent
692,RIT1,HGNC:10023,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/d1c24417-244a-4e14-82aa-1b62b5df0c20--2018-05-31T20:53:28,2018-05-31T20:53:28.782Z,error,no,Q18031135,Q55783530
693,RNF43,HGNC:18505,sessile serrated polyposis cancer syndrome; SSPCS,MONDO_0014919,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9857,2017-10-23T00:00:00,error,no,Q18041357,Q55785111
694,ROR1,HGNC:10256,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/fdee1ffc-d8bd-4188-acb6-5fad8f5902a6--2018-03-20T16:00:00,2018-03-20T16:00:00.000Z,error,no,Q18030230,Q9079046
695,RPE65,HGNC:10294,Leber congenital amaurosis,MONDO_0018998,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9540,2018-02-13T09:00:00,error,yes,Q18031223,absent
696,RPE65,HGNC:10294,retinitis pigmentosa,MONDO_0019200,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9616,2018-03-05T00:00:00,error,no,Q18031223,absent
697,RPL10,HGNC:10298,X-linked syndromic intellectual disability,MONDO_0020119,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/974ac8bb-f7b1-4480-869a-e9ef4b8b3fa3--2018-04-27T15:37:08,2018-04-27T15:37:08.474Z,error,no,Q18031234,Q8041560
698,RPS10,HGNC:10383,Diamond-Blackfan anemia 9,MONDO_0013216,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3205,2017-01-19T00:00:00,error,yes,Q18031297,absent
699,RPS20,HGNC:10405,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8436,2017-06-08T00:00:00,error,no,Q18031309,Q783644
700,RPS24,HGNC:10411,Diamond-Blackfan anemia,MONDO_0015253,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3206,2017-01-19T00:00:00,error,yes,Q18031314,absent
701,RPS6KA3,HGNC:10432,Coffin-Lowry syndrome,MONDO_0010561,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/af32a931-1d55-432f-82cf-ce87f6c26580--2019-05-28T04:00:00,2019-05-28T04:00:00.000Z,complete,yes,Q18031288,Q1106881
702,RRAS,HGNC:10447,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/0d94162d-d695-4d6e-9ae9-b475ad041e57--2018-06-06T19:10:21,2018-06-06T19:10:21.611Z,error,no,Q18031323,Q1136492
703,RRAS,HGNC:10447,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/09964051-fb88-4621-aaf2-4fded5fbba8c--2018-06-06T19:15:14,2018-06-06T19:15:14.649Z,error,no,Q18031323,absent
704,RRAS,HGNC:10447,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/95a32920-1620-4eb9-ad91-076af5da5c86--2018-06-06T19:07:22,2018-06-06T19:07:22.872Z,error,no,Q18031323,absent
705,RRAS,HGNC:10447,Noonan syndrome,MONDO_0018997,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/96280a14-d8cd-4c9b-b3e0-d5fcd8bf9ef6--2018-07-24T15:18:29,2018-07-24T15:18:29.230Z,error,no,Q18031323,absent
706,RRAS,HGNC:10447,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/c016d81b-88ce-4b6a-823a-e686a6b558f7--2018-06-06T19:18:20,2018-06-06T19:18:20.811Z,error,no,Q18031323,Q55783530
707,RRAS2,HGNC:17271,Noonan syndrome,MONDO_0018997,SOP6,Strong,https://search.clinicalgenome.org/kb/gene-validity/c5742615-3820-41dd-a523-e660a498f9e8--2019-06-27T16:00:00,2019-06-27T16:00:00.000Z,error,no,Q18036497,absent
708,RUNX1,HGNC:10471,hereditary thrombocytopenia with normal platelets-hematological cancer predisposition syndrome,MONDO_0011071,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/06aed341-58db-459b-a750-7142e29b420b--2018-06-04T19:46:55,2018-06-04T19:46:55.831Z,complete,yes,Q15320451,Q55783136
709,RYR2,HGNC:10484,catecholaminergic polymorphic ventricular tachycardia 1,MONDO_0011484,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8752,2017-03-08T00:00:00,error,yes,Q18031341,absent
710,RYR2,HGNC:10484,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10076,2018-04-02T00:00:00,error,no,Q18031341,absent
711,RYR3,HGNC:10485,undetermined early-onset epileptic encephalopathy,MONDO_0018614,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/a277276e-7efa-45c9-ad01-74e9aa2dea63--2018-06-19T16:00:00,2018-06-19T16:00:00.000Z,error,no,Q18031342,Q56014174
712,S1PR2,HGNC:3169,autosomal recessive nonsyndromic deafness 68,MONDO_0012485,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/8405,2017-03-02T00:00:00,error,no,Q18033976,Q28024646
713,SARDH,HGNC:10536,sarcosinemia,MONDO_0010008,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/2b994b6f-f296-45af-9d52-c1d0b211ef74--2019-06-28T16:00:00,2019-06-28T16:00:00.000Z,error,no,Q18022730,Q7423635
714,SBDS,HGNC:19440,Shwachman-Diamond syndrome,MONDO_0009833,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/7c2a84f0-e42d-487f-a2af-5b536a30d30c--2020-01-21T17:35:47,2020-01-21T17:35:47.220Z,complete,yes,Q18040018,Q1970052
715,SCN10A,HGNC:10582,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10161,false,error,no,Q18031401,Q27677682
716,SCN1A,HGNC:10585,"migraine, familial hemiplegic, 3",MONDO_0012320,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/c8c1e158-983d-4547-a739-7781961e5bb8--2020-01-24T03:11:05,2020-01-24T03:11:05.887Z,error,no,Q18031391,absent
717,SCN1A,HGNC:10585,Dravet syndrome,MONDO_0011794,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/60334a15-c73e-42ce-b7d2-4796c2affde4--2019-08-20T16:00:00,2019-08-20T16:00:00.000Z,error,yes,Q18031391,absent
718,SCN1A,HGNC:10585,generalized epilepsy with febrile seizures plus,MONDO_0018214,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5ac39f7a-0743-47b1-8efd-21e0ca836840--2019-09-06T19:43:57,2019-09-06T19:43:57.485Z,error,yes,Q18031391,absent
719,SCN1A,HGNC:10585,early infantile epileptic encephalopathy,MONDO_0016021,SOP6,Strong,https://search.clinicalgenome.org/kb/gene-validity/529f9cae-ac00-47d1-94d5-52c98bf6e2a2--2019-10-25T14:38:45,2019-10-25T14:38:45.787Z,error,no,Q18031391,absent
720,SCN1B,HGNC:10586,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10158,false,error,no,Q18031392,Q27677682
721,SCN2A,HGNC:10588,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2a1b7361-5c9e-4803-844d-ad6606a0acdb--2019-05-07T16:00:00,2019-05-07T16:00:00.000Z,error,yes,Q18031394,absent
722,SCN2B,HGNC:10589,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10159,false,error,no,Q18031396,Q27677682
723,SCN3B,HGNC:20665,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10160,false,error,no,Q18042065,Q27677682
724,SCN4B,HGNC:10592,familial long QT syndrome,MONDO_0019171,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/3209,2016-12-15T00:00:00,error,no,Q14914053,absent
725,SCN5A,HGNC:10593,Brugada syndrome,MONDO_0015263,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10165,false,error,yes,Q14905729,absent
726,SCN8A,HGNC:10596,undetermined early-onset epileptic encephalopathy,MONDO_0018614,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10066,2017-10-20T00:00:00,complete,yes,Q18031400,Q56014174
727,SCN8A,HGNC:10596,complex neurodevelopmental disorder,MONDO_0100038,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f52993aa-ddee-483d-b15e-dbf21608d5a9--2018-07-18T12:50:00,2018-07-18T12:50:00.560Z,error,yes,Q18031400,absent
728,SCN9A,HGNC:10597,epilepsy,MONDO_0005027,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/72a91ef6-e052-44a4-b14e-6a5ba93393ff--2018-06-15T18:23:54,2018-06-15T18:23:54.415Z,error,no,Q14907685,Q41571
729,SCO2,HGNC:10604,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/011dd1c7-94bb-4a70-8b95-cc25432a5ea2--2019-03-28T15:42:45,2019-03-28T15:42:45.471Z,error,yes,Q18034942,absent
730,SDHA,HGNC:10680,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8355,2017-06-22T00:00:00,complete,yes,Q14907256,Q56013982
731,SDHA,HGNC:10680,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/4c5801d0-5839-47d9-81cc-a53cea959b57--2019-05-20T19:09:35,2019-05-20T19:09:35.665Z,error,no,Q14907256,absent
732,SDHAF1,HGNC:33867,Leigh syndrome,MONDO_0009723,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/0baf56d2-40f8-465a-9b50-22f57481a5cb--2020-02-12T20:11:33,2020-02-12T20:11:33.569Z,error,no,Q18059712,absent
733,SDHAF2,HGNC:26034,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8359,2017-06-22T00:00:00,complete,yes,Q18041412,Q56013982
734,SDHB,HGNC:10681,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8356,2017-06-22T00:00:00,complete,yes,Q14916125,Q56013982
735,SDHC,HGNC:10682,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8357,2017-06-22T00:00:00,complete,yes,Q14864969,Q56013982
736,SDHD,HGNC:10683,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8358,2017-06-22T00:00:00,complete,yes,Q14864964,Q56013982
737,SEMA4A,HGNC:10729,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9864,2017-11-13T00:00:00,error,no,Q18045606,Q783644
738,SERPINB6,HGNC:8950,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/b84c49a8-3b02-4e07-a0c7-80394c0cf991--2018-04-24T04:00:00,2018-04-24T04:00:00.000Z,error,no,Q18030529,Q9079046
739,SERPINB8,HGNC:8952,exfoliative ichthyosis,MONDO_0017339,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/2e02ec85-306f-4465-b8f9-a6eb7e4e8056--2018-07-06T15:41:20,2018-07-06T15:41:20.274Z,error,no,Q18030531,Q50824137
740,SGCB,HGNC:10806,autosomal recessive limb-girdle muscular dystrophy,MONDO_0015152,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c90753f2-8252-400f-b7b3-9d0b04e1e12c--2020-02-11T17:00:00,2020-02-11T17:00:00.000Z,complete,yes,Q18031465,Q27429766
741,SHANK2,HGNC:14295,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/911cb9ff-e68e-4b47-8639-f6a63ab11b3e--2019-07-17T16:00:00,2019-07-17T16:00:00.000Z,error,yes,Q18036609,absent
742,SHANK3,HGNC:14294,Phelan McDermid syndrome,MONDO_0011652,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e941703a-0f30-4f4c-a997-bc3b4295f289--2018-12-12T17:00:00,2018-12-12T17:00:00.000Z,complete,yes,Q18048003,Q1926345
743,SHOC2,HGNC:15454,Noonan syndrome,MONDO_0018997,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/185c93c8-e875-46a2-83af-a8575b19a228--2018-05-31T21:23:18,2018-05-31T21:23:18.550Z,error,no,Q18032712,absent
744,SHOC2,HGNC:15454,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/105b3f7f-931c-4b20-a0a5-17dca19aeceb--2018-06-01T17:07:04,2018-06-01T17:07:04.843Z,error,no,Q18032712,absent
745,SHOC2,HGNC:15454,Costello syndrome,MONDO_0009026,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/a7035ea3-d556-4aa4-b525-5ed6c02866df--2018-07-24T18:41:14,2018-07-24T18:41:14.910Z,error,no,Q18032712,Q1136492
746,SHOC2,HGNC:15454,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/fd8e5069-4023-4763-9b41-03350b03ee7f--2018-06-01T12:59:52,2018-06-01T12:59:52.507Z,error,no,Q18032712,absent
747,SHOC2,HGNC:15454,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0ecc1335-fb21-4d65-8df2-19558e8f5c07--2018-07-25T14:15:03,2018-07-25T14:15:03.702Z,complete,yes,Q18032712,Q55783530
748,SIK1,HGNC:11142,early infantile epileptic encephalopathy,MONDO_0016021,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/cd76888e-9502-48f3-af06-56f1ae5ed975--2018-10-02T16:00:00,2018-10-02T16:00:00.000Z,error,no,Q18051920,absent
749,SIX1,HGNC:10887,branchio-oto-renal syndrome,MONDO_0007029,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e2587f3b-52e1-4765-a9ac-82d8cc5ae45b--2017-06-22T16:00:00,2017-06-22T16:00:00.000Z,complete,yes,Q18031509,Q2280106
750,SIX5,HGNC:10891,branchio-oto-renal syndrome,MONDO_0007029,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/0667561f-aa48-4ad5-b4ff-45aac933b255--2018-08-23T13:10:52,2018-08-23T13:10:52.066Z,error,no,Q18051792,Q2280106
751,SKI,HGNC:10896,Shprintzen-Goldberg syndrome,MONDO_0008426,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/4841,2016-12-01T00:00:00,error,yes,Q14913261,absent
752,SLC16A2,HGNC:10923,Allan-Herndon-Dudley syndrome,MONDO_0010354,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b9242e32-a339-4426-8ef5-39df0960d390--2018-08-09T14:02:38,2018-08-09T14:02:38.174Z,complete,yes,Q18031570,Q4731121
753,SLC17A8,HGNC:20151,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Strong,https://search.clinicalgenome.org/kb/gene-validity/8c399400-090a-4b2e-93ff-0c4915ce81c7--2018-09-18T16:00:00,2018-09-18T16:00:00.000Z,error,no,Q18053632,Q9079046
754,SLC19A3,HGNC:16266,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e3907183-4cb2-4df7-bace-ecc1821b3acc--2019-01-14T17:00:00,2019-01-14T17:00:00.000Z,error,yes,Q14914296,absent
755,SLC1A1,HGNC:10939,dicarboxylic aminoaciduria,MONDO_0009110,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/fd6cc720-f37b-4abf-a887-8701ac805343--2019-10-11T16:00:00,2019-10-11T16:00:00.000Z,error,no,Q18031520,Q16252204
756,SLC22A5,HGNC:10969,systemic primary carnitine deficiency disease,MONDO_0008919,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2beee8a9-193c-41ca-92c4-484c8e034b02--2018-04-24T16:00:00,2018-04-24T16:00:00.000Z,complete,yes,Q14912759,Q3358135
757,SLC25A20,HGNC:1421,carnitine-acylcarnitine translocase deficiency,MONDO_0008918,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/95c9aece-49b5-496f-9547-f6d03dd69b4f--2018-05-22T16:00:00,2018-05-22T16:00:00.000Z,complete,yes,Q17855239,Q5044061
758,SLC25A4,HGNC:10990,mitochondrial DNA depletion syndrome 12,MONDO_0014175,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10062,false,complete,yes,Q17826544,Q26492823
759,SLC26A4,HGNC:8818,Pendred syndrome,MONDO_0010134,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/49e794f4-8725-4499-a0a2-82591b42cab5--2018-08-02T13:26:41,2018-08-02T13:26:41.899Z,complete,yes,Q14907462,Q1707822
760,SLC26A5,HGNC:9359,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/2f835f34-fe68-49a8-9399-bccebba540d4--2017-12-19T17:00:00,2017-12-19T17:00:00.000Z,error,no,Q14876823,Q9079046
761,SLC2A1,HGNC:11005,GLUT1 deficiency syndrome,MONDO_0000188,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a20a0bc0-49d5-41fc-9507-cec19a43bd81--2019-04-18T12:34:54,2019-04-18T12:34:54.696Z,error,yes,Q14904883,absent
762,SLC2A10,HGNC:13444,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8270,2016-04-17T00:00:00,error,no,Q18046837,absent
763,SLC3A1,HGNC:11025,cystinuria (disease),MONDO_0009067,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/fbde8280-d4bc-47e8-8f3d-aed8bb05e22e--2019-07-26T16:00:00,2019-07-26T16:00:00.000Z,error,yes,Q14914255,absent
764,SLC44A4,HGNC:13941,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/3ddbe083-55c3-483b-8c32-fc9bdbef10c6--2018-04-24T04:00:00,2018-04-24T04:00:00.000Z,error,no,Q18046752,Q9079046
765,SLC52A1,HGNC:30225,maternal riboflavin deficiency,MONDO_0014013,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/f44e2049-ade2-464c-a4e5-eaf851252082--2018-09-25T16:00:00,2018-09-25T16:00:00.000Z,error,no,Q18041518,Q56003152
766,SLC52A2,HGNC:30224,brown-Vialetto-van Laere syndrome 2,MONDO_0013867,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5a500078-4cd5-49db-b22e-c5628ee07304--2018-07-09T16:00:00,2018-07-09T16:00:00.000Z,complete,yes,Q18046181,Q55784375
767,SLC52A3,HGNC:16187,Brown-Vialetto-van Laere syndrome,MONDO_0000406,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b0ae82e2-4c39-45b2-ba2d-6fe2570dbcfc--2018-09-18T04:00:00,2018-09-18T04:00:00.000Z,complete,yes,Q18048906,Q4976847
768,SLC6A4,HGNC:11050,complex neurodevelopmental disorder,MONDO_0100038,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/cc4b0612-0a53-4e36-b737-5c0f49a387a1--2018-09-24T20:22:51,2018-09-24T20:22:51.638Z,error,no,Q14860818,absent
769,SLC6A4,HGNC:11050,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/cc4b0612-0a53-4e36-b737-5c0f49a387a1--2018-05-02T16:00:00,2018-05-02T16:00:00.000Z,error,no,Q14860818,absent
770,SLC7A9,HGNC:11067,cystinuria (disease),MONDO_0009067,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a8e706c5-4b10-4c8a-b5ab-dda8545f464a--2019-07-26T16:00:00,2019-07-26T16:00:00.000Z,error,yes,Q18036148,absent
771,SLC9A6,HGNC:11079,Christianson syndrome,MONDO_0010278,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1d97fc8d-e744-449a-939c-386895c121cd--2018-05-02T13:04:16,2018-05-02T13:04:16.790Z,complete,yes,Q18035419,Q28065629
772,SLITRK6,HGNC:23503,high myopia-sensorineural deafness syndrome,MONDO_0009082,SOP6,Strong,https://search.clinicalgenome.org/kb/gene-validity/e9b9e41c-1b12-4159-9729-8de648e747b0--2018-03-20T16:00:00,2018-03-20T16:00:00.000Z,error,no,Q18047459,Q17539935
773,SLMAP,HGNC:16643,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10163,false,error,no,Q18032648,absent
774,SLX4,HGNC:23845,hereditary breast carcinoma,MONDO_0016419,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8704,2017-03-08T00:00:00,error,no,Q18047618,absent
775,SLX4,HGNC:23845,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8705,2017-03-08T00:00:00,error,no,Q18047618,Q172341
776,SMAD2,HGNC:6768,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8265,2017-04-10T00:00:00,error,no,Q14903945,absent
777,SMAD3,HGNC:6769,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8253,2016-12-22T00:00:00,error,yes,Q14903974,absent
